year,plot,tag,trt,clipping_exp,rosetteL,rosetteW,psurvival,psurvivalT1,pflower,pflowerT1,ros.area,ros.areaT1,log.ros.area,log.ros.areaT1,flow.sum,flow.sumT1,total.seeds,total.seedsT1,percapseeds,life_st
2020,3,857,control,NA,11,6,1,1,1,1,51.83627878,35.34291735,3.948090267,3.565098014,2,3,NA,NA,NA,F
2021,3,857,control,1,9,5,1,1,1,0,35.34291735,77.75441818,3.565098014,4.353555375,3,0,NA,NA,NA,F
2022,3,857,control,NA,11,9,1,1,0,1,77.75441818,84.82300165,4.353555375,4.440566752,0,6,NA,39,NA,V
2023,3,857,control,NA,12,9,1,NA,1,NA,84.82300165,NA,4.440566752,NA,6,NA,39,NA,6,F
2017,2,858,control,NA,9.5,2,1,1,0,0,14.9225651,7.853981634,2.702874504,2.061020618,0,0,NA,NA,NA,V
2018,2,858,control,NA,5,2,1,1,0,0,7.853981634,6.479534848,2.061020618,1.868648725,0,0,NA,NA,NA,V
2019,2,858,control,NA,5.5,1.5,1,0,0,0,6.479534848,NA,1.868648725,NA,0,0,NA,NA,NA,V
2020,2,858,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,2,858,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,858,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2018,1,859,irrigated,NA,15,4,1,1,0,0,47.1238898,40.05530633,3.852780087,3.690261157,0,0,NA,NA,NA,V
2019,1,859,irrigated,NA,8.5,6,1,NA,0,NA,40.05530633,NA,3.690261157,NA,0,0,NA,NA,NA,V
2020,1,859,irrigated,NA,NA,NA,NA,1,NA,1,NA,37.69911184,NA,3.629636536,0,6,NA,NA,NA,NA
2021,1,859,irrigated,1,8,6,1,1,1,0,37.69911184,21.99114858,3.629636536,3.090640035,6,0,NA,NA,NA,F
2022,1,859,irrigated,NA,7,4,1,1,0,0,21.99114858,25.91813939,3.090640035,3.254943086,0,0,NA,NA,NA,V
2023,1,859,irrigated,NA,11,3,1,NA,0,NA,25.91813939,NA,3.254943086,NA,0,NA,NA,NA,NA,V
2017,1,86,irrigated,NA,5,2.5,1,1,0,0,9.817477042,7.853981634,2.284164169,2.061020618,0,0,NA,NA,NA,V
2018,1,86,irrigated,NA,5,2,1,0,0,0,7.853981634,NA,2.061020618,NA,0,0,NA,NA,NA,V
2019,1,86,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,1,86,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,1,86,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,1,86,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2016,7,860,drought,NA,NA,NA,1,1,1,0,NA,37.69911184,NA,3.629636536,2,0,NA,NA,NA,F
2017,7,860,drought,NA,12,4,1,0,0,0,37.69911184,NA,3.629636536,NA,0,0,NA,NA,NA,V
2018,7,860,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2019,7,860,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,860,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,860,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,860,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2016,5,861,drought,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,8,0,NA,NA,NA,F
2017,5,861,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2018,5,861,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2019,5,861,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,5,861,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,5,861,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,5,861,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,2,862,control,NA,8,3.5,1,1,0,0,21.99114858,19.242255,3.090640035,2.957108642,0,0,NA,NA,NA,V
2018,2,862,control,NA,3.5,7,1,1,0,0,19.242255,14.13716694,2.957108642,2.648807283,0,0,NA,NA,NA,V
2019,2,862,control,NA,6,3,1,1,0,0,14.13716694,NA,2.648807283,NA,0,0,NA,NA,NA,V
2020,2,862,control,NA,NA,NA,1,1,0,0,NA,15.31526419,NA,2.72884999,0,0,NA,NA,NA,dormant
2021,2,862,control,NA,6.5,3,1,0,0,0,15.31526419,NA,2.72884999,NA,0,0,NA,NA,NA,V
2022,2,862,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,2,862,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,13,863,control,NA,9,7,1,1,0,1,49.48008429,41.23340358,3.901570251,3.719248694,0,6,NA,NA,NA,V
2018,13,863,control,NA,7,7.5,1,1,1,0,41.23340358,31.41592654,3.719248694,3.447314979,6,0,NA,NA,NA,F
2019,13,863,control,NA,8,5,1,0,0,0,31.41592654,NA,3.447314979,NA,0,0,NA,NA,NA,V
2020,13,863,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,13,863,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,13,863,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,14,865,drought,NA,13,9,1,0,0,NA,91.89158512,NA,4.52060946,NA,0,0,NA,NA,NA,V
2018,14,865,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2019,14,865,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,14,865,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,14,865,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,14,865,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,14,865,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,15,866,drought,NA,6,4,1,1,0,0,18.84955592,35.34291735,2.936489355,3.565098014,0,0,NA,NA,NA,V
2018,15,866,drought,NA,9,5,1,1,0,0,35.34291735,25.91813939,3.565098014,3.254943086,0,0,NA,NA,NA,V
2019,15,866,drought,NA,6,5.5,1,1,0,0,25.91813939,16.49336143,3.254943086,2.802957962,0,0,NA,NA,NA,V
2020,15,866,drought,NA,7,3,1,1,0,0,16.49336143,16.49336143,2.802957962,2.802957962,0,0,NA,NA,NA,V
2021,15,866,drought,NA,7,3,1,1,0,0,16.49336143,42.33296101,2.802957962,3.745566003,0,0,NA,NA,NA,V
2022,15,866,drought,NA,7.7,7,1,1,0,0,42.33296101,9.817477042,3.745566003,2.284164169,0,0,NA,NA,NA,V
2023,15,866,drought,NA,5,2.5,1,NA,0,NA,9.817477042,NA,2.284164169,NA,0,NA,NA,NA,NA,V
2017,15,867,drought,NA,11,8,1,1,0,1,69.11503838,31.41592654,4.235772339,3.447314979,0,5,NA,NA,NA,V
2018,15,867,drought,NA,8,5,1,1,1,0,31.41592654,18.84955592,3.447314979,2.936489355,5,0,NA,NA,NA,F
2019,15,867,drought,NA,6,4,1,1,0,0,18.84955592,NA,2.936489355,NA,0,0,NA,NA,NA,V
2020,15,867,drought,NA,NA,NA,1,1,0,0,NA,11.78097245,NA,2.466485726,0,0,NA,NA,NA,dormant
2021,15,867,drought,NA,5,3,1,1,0,0,11.78097245,25.91813939,2.466485726,3.254943086,0,0,NA,NA,NA,V
2022,15,867,drought,NA,11,3,1,1,0,0,25.91813939,16.49336143,3.254943086,2.802957962,0,0,NA,NA,NA,V
2023,15,867,drought,NA,7,3,1,NA,0,NA,16.49336143,NA,2.802957962,NA,0,NA,NA,NA,NA,V
2017,14,868,drought,NA,8.5,4,1,1,0,0,26.70353756,25.13274123,3.284796049,3.224171428,0,0,NA,NA,NA,V
2018,14,868,drought,NA,8,4,1,1,0,0,25.13274123,35.34291735,3.224171428,3.565098014,0,0,NA,NA,NA,V
2019,14,868,drought,NA,7.5,6,1,1,0,0,35.34291735,10.21017612,3.565098014,2.323384882,0,0,NA,NA,NA,V
2020,14,868,drought,NA,6.5,2,1,1,0,0,10.21017612,16.49336143,2.323384882,2.802957962,0,0,NA,NA,NA,V
2021,14,868,drought,NA,7,3,1,1,0,0,16.49336143,40.8407045,2.802957962,3.709679243,0,0,NA,NA,NA,V
2022,14,868,drought,NA,13,4,1,1,0,0,40.8407045,49.48008429,3.709679243,3.901570251,0,0,NA,NA,NA,V
2023,14,868,drought,NA,14,4.5,1,NA,0,NA,49.48008429,NA,3.901570251,NA,0,NA,NA,NA,NA,V
2017,14,869,drought,NA,8,8,1,1,0,1,50.26548246,60.0829595,3.917318608,4.095726266,0,4,NA,NA,NA,V
2018,14,869,drought,NA,8.5,9,1,1,1,0,60.0829595,74.22012644,4.095726266,4.307035359,4,0,NA,NA,NA,F
2019,14,869,drought,NA,10.5,9,1,1,0,0,74.22012644,NA,4.307035359,NA,0,0,NA,NA,NA,V
2020,14,869,drought,NA,NA,NA,1,1,0,0,NA,24.74004215,NA,3.208423071,0,0,NA,NA,NA,dormant
2021,14,869,drought,NA,9,3.5,1,1,0,0,24.74004215,51.83627878,3.208423071,3.948090267,0,0,NA,NA,NA,V
2022,14,869,drought,NA,11,6,1,1,0,0,51.83627878,42.41150082,3.948090267,3.747419571,0,0,NA,NA,NA,V
2023,14,869,drought,NA,12,4.5,1,NA,0,NA,42.41150082,NA,3.747419571,NA,0,NA,NA,NA,NA,V
2017,15,870,drought,NA,8,3.5,1,1,0,0,21.99114858,15.70796327,3.090640035,2.754167798,0,0,NA,NA,NA,V
2018,15,870,drought,NA,5,4,1,1,0,0,15.70796327,32.98672286,2.754167798,3.496105143,0,0,NA,NA,NA,V
2019,15,870,drought,NA,7,6,1,1,0,0,32.98672286,13.74446786,3.496105143,2.620636406,0,0,NA,NA,NA,V
2020,15,870,drought,NA,5,3.5,1,1,0,0,13.74446786,11.78097245,2.620636406,2.466485726,0,0,NA,NA,NA,V
2021,15,870,drought,NA,5,3,1,1,0,0,11.78097245,10.60287521,2.466485726,2.36112521,0,0,NA,NA,NA,V
2022,15,870,drought,NA,4.5,3,1,1,0,0,10.60287521,14.13716694,2.36112521,2.648807283,0,0,NA,NA,NA,V
2023,15,870,drought,NA,6,3,1,NA,0,NA,14.13716694,NA,2.648807283,NA,0,NA,NA,NA,NA,V
2018,15,871,drought,NA,8,6,1,1,0,0,37.69911184,51.83627878,3.629636536,3.948090267,0,0,NA,NA,NA,V
2019,15,871,drought,NA,11,6,1,1,0,0,51.83627878,21.59844949,3.948090267,3.072621529,0,0,NA,NA,NA,V
2020,15,871,drought,NA,5.5,5,1,1,0,0,21.59844949,39.26990817,3.072621529,3.67045853,0,0,NA,NA,NA,V
2021,15,871,drought,NA,10,5,1,1,0,0,39.26990817,121.7367153,3.67045853,4.801860642,0,0,NA,NA,NA,V
2022,15,871,drought,NA,15.5,10,1,1,0,1,121.7367153,113.0973355,4.801860642,4.728248824,0,5,NA,37,NA,V
2023,15,871,drought,NA,12,12,1,NA,1,NA,113.0973355,NA,4.728248824,NA,5,NA,37,NA,7,F
2017,15,872,drought,NA,11,4,1,1,0,1,34.55751919,37.69911184,3.542625159,3.629636536,0,3,NA,NA,NA,V
2018,15,872,drought,NA,8,6,1,1,1,1,37.69911184,51.05088062,3.629636536,3.932822795,3,4,NA,NA,NA,F
2019,15,872,drought,NA,13,5,1,1,1,1,51.05088062,82.46680716,3.932822795,4.412395875,4,0,NA,NA,NA,F
2020,15,872,drought,NA,10.5,10,1,1,1,1,82.46680716,43.19689899,4.412395875,3.76576871,0,6,NA,NA,NA,F
2021,15,872,drought,1,11,5,1,1,1,1,43.19689899,120.9513172,3.76576871,4.795388127,6,4,NA,41,NA,F
2022,15,872,drought,NA,14,11,1,1,1,1,120.9513172,183.7831702,4.795388127,5.21375664,4,5,41,39,10,F
2023,15,872,drought,NA,18,13,1,NA,1,NA,183.7831702,NA,5.21375664,NA,5,NA,39,NA,7,F
2017,15,873,drought,NA,6,3,1,1,0,0,14.13716694,35.34291735,2.648807283,3.565098014,0,0,NA,NA,NA,V
2018,15,873,drought,NA,5,9,1,1,0,0,35.34291735,33.37942194,3.565098014,3.507939601,0,0,NA,NA,NA,V
2019,15,873,drought,NA,8.5,5,1,1,0,0,33.37942194,17.67145868,3.507939601,2.871950834,0,0,NA,NA,NA,V
2020,15,873,drought,NA,7.5,3,1,1,0,0,17.67145868,16.49336143,2.871950834,2.802957962,0,0,NA,NA,NA,V
2021,15,873,drought,NA,7,3,1,1,0,0,16.49336143,32.98672286,2.802957962,3.496105143,0,0,NA,NA,NA,V
2022,15,873,drought,NA,6,7,1,1,0,0,32.98672286,47.1238898,3.496105143,3.852780087,0,0,NA,NA,NA,V
2023,15,873,drought,NA,12,5,1,NA,0,NA,47.1238898,NA,3.852780087,NA,0,NA,NA,NA,NA,V
2017,7,874,drought,NA,13,8,1,0,1,0,81.68140899,NA,4.402826424,NA,3,0,NA,NA,NA,F
2018,7,874,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2019,7,874,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,874,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,874,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,874,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,15,875,drought,NA,7,3,1,1,0,0,16.49336143,38.48451001,2.802957962,3.650255823,0,0,NA,NA,NA,V
2018,15,875,drought,NA,7,7,1,1,0,0,38.48451001,74.61282552,3.650255823,4.312312416,0,0,NA,NA,NA,V
2019,15,875,drought,NA,10,9.5,1,1,0,0,74.61282552,38.87720909,4.312312416,3.660408194,0,0,NA,NA,NA,V
2020,15,875,drought,NA,9,5.5,1,1,0,0,38.87720909,14.13716694,3.660408194,2.648807283,0,0,NA,NA,NA,V
2021,15,875,drought,NA,6,3,1,1,0,0,14.13716694,55.95961914,2.648807283,4.024630344,0,0,NA,NA,NA,V
2022,15,875,drought,NA,9.5,7.5,1,1,0,0,55.95961914,77.75441818,4.024630344,4.353555375,0,0,NA,NA,NA,V
2023,15,875,drought,NA,11,9,1,NA,0,NA,77.75441818,NA,4.353555375,NA,0,NA,NA,NA,NA,V
2017,15,876,drought,NA,7.5,3,1,1,0,0,17.67145868,64.79534848,2.871950834,4.171233818,0,0,NA,NA,NA,V
2018,15,876,drought,NA,11,7.5,1,1,0,1,64.79534848,43.19689899,4.171233818,3.76576871,0,1,NA,NA,NA,V
2019,15,876,drought,NA,11,5,1,1,1,0,43.19689899,31.41592654,3.76576871,3.447314979,1,0,NA,NA,NA,F
2020,15,876,drought,NA,8,5,1,1,0,0,31.41592654,42.41150082,3.447314979,3.747419571,0,0,NA,NA,NA,V
2021,15,876,drought,NA,12,4.5,1,1,0,0,42.41150082,81.68140899,3.747419571,4.402826424,0,0,NA,NA,NA,V
2022,15,876,drought,NA,13,8,1,1,0,1,81.68140899,186.9247629,4.402826424,5.230706198,0,3,NA,28,NA,V
2023,15,876,drought,NA,17,14,1,NA,1,NA,186.9247629,NA,5.230706198,NA,3,NA,28,NA,9,F
2017,15,877,drought,NA,11,5,1,1,0,0,43.19689899,65.97344573,3.76576871,4.189252324,0,0,NA,NA,NA,V
2018,15,877,drought,NA,12,7,1,1,0,0,65.97344573,7.853981634,4.189252324,2.061020618,0,0,NA,NA,NA,V
2019,15,877,drought,NA,5,2,1,NA,0,NA,7.853981634,NA,2.061020618,NA,0,0,NA,NA,NA,V
2020,15,877,drought,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,15,877,drought,NA,NA,NA,NA,1,NA,0,NA,14.72621556,NA,2.689629277,0,0,NA,NA,NA,NA
2022,15,877,drought,NA,7.5,2.5,1,0,0,0,14.72621556,NA,2.689629277,NA,0,0,NA,NA,NA,V
2023,15,877,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2017,15,878,drought,NA,6,3,1,1,0,0,14.13716694,28.27433388,2.648807283,3.341954463,0,0,NA,NA,NA,V
2018,15,878,drought,NA,9,4,1,1,0,0,28.27433388,28.27433388,3.341954463,3.341954463,0,0,NA,NA,NA,V
2019,15,878,drought,NA,8,4.5,1,1,0,0,28.27433388,19.242255,3.341954463,2.957108642,0,0,NA,NA,NA,V
2020,15,878,drought,NA,7,3.5,1,1,0,0,19.242255,7.853981634,2.957108642,2.061020618,0,0,NA,NA,NA,V
2021,15,878,drought,NA,5,2,1,1,0,0,7.853981634,53.60342465,2.061020618,3.981612959,0,0,NA,NA,NA,V
2022,15,878,drought,NA,10.5,6.5,1,1,0,0,53.60342465,31.41592654,3.981612959,3.447314979,0,0,NA,NA,NA,V
2023,15,878,drought,NA,10,4,1,NA,0,NA,31.41592654,NA,3.447314979,NA,0,NA,NA,NA,NA,V
2017,7,879,drought,NA,12,6,1,1,0,0,56.54866776,16.49336143,4.035101644,2.802957962,0,0,NA,NA,NA,V
2018,7,879,drought,NA,6,3.5,1,1,0,0,16.49336143,21.20575041,2.802957962,3.054272391,0,0,NA,NA,NA,V
2019,7,879,drought,NA,9,3,1,NA,0,NA,21.20575041,NA,3.054272391,NA,0,0,NA,NA,NA,V
2020,7,879,drought,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,7,879,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,879,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,11,88,control,NA,11,8,1,1,1,0,69.11503838,75.39822369,4.235772339,4.322783716,4,0,NA,NA,NA,F
2018,11,88,control,NA,12,8,1,1,0,1,75.39822369,53.40707511,4.322783716,3.97794323,0,4,NA,NA,NA,V
2019,11,88,control,NA,8.5,8,1,1,1,0,53.40707511,7.853981634,3.97794323,2.061020618,4,0,NA,NA,NA,F
2020,11,88,control,NA,5,2,1,1,0,0,7.853981634,9.817477042,2.061020618,2.284164169,0,0,NA,NA,NA,V
2021,11,88,control,NA,5,2.5,1,1,0,0,9.817477042,10.99557429,2.284164169,2.397492854,0,0,NA,NA,NA,V
2022,11,88,control,NA,7,2,1,1,0,0,10.99557429,25.91813939,2.397492854,3.254943086,0,0,NA,NA,NA,V
2023,11,88,control,NA,11,3,1,NA,0,NA,25.91813939,NA,3.254943086,NA,0,NA,NA,NA,NA,V
2017,13,880,control,NA,11,8,1,1,1,0,69.11503838,113.0973355,4.235772339,4.728248824,3,0,NA,NA,NA,F
2018,13,880,control,NA,12,12,1,1,0,1,113.0973355,141.3716694,4.728248824,4.951392376,0,5,NA,NA,NA,V
2019,13,880,control,NA,15,12,1,1,1,1,141.3716694,26.70353756,4.951392376,3.284796049,5,0,NA,NA,NA,F
2020,13,880,control,NA,8.5,4,1,1,1,1,26.70353756,50.26548246,3.284796049,3.917318608,0,3,NA,NA,NA,F
2021,13,880,control,1,8,8,1,1,1,0,50.26548246,76.57632093,3.917318608,4.338287903,3,0,NA,NA,NA,F
2022,13,880,control,NA,13,7.5,1,1,0,1,76.57632093,35.73561643,4.338287903,3.576147851,0,7,NA,43,NA,V
2023,13,880,control,NA,13,3.5,1,NA,1,NA,35.73561643,NA,3.576147851,NA,7,NA,43,NA,6,F
2017,7,881,drought,NA,13.5,8,1,1,0,0,84.82300165,117.8097245,4.440566752,4.769070819,0,0,NA,NA,NA,V
2018,7,881,drought,NA,12.5,12,1,0,0,NA,117.8097245,NA,4.769070819,NA,0,0,NA,NA,NA,V
2019,7,881,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,881,drought,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,881,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,881,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,7,881,drought,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,15,882,drought,NA,10.5,4,1,1,0,1,32.98672286,41.23340358,3.496105143,3.719248694,0,3,NA,NA,NA,V
2018,15,882,drought,NA,7,7.5,1,0,1,NA,41.23340358,NA,3.719248694,NA,3,0,NA,NA,NA,F
2019,15,882,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,15,882,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,15,882,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,15,882,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,7,883,drought,NA,6,NA,1,NA,1,NA,NA,NA,NA,NA,4,0,NA,NA,NA,F
2018,7,883,drought,NA,NA,NA,NA,1,NA,0,NA,40.05530633,NA,3.690261157,0,0,NA,NA,NA,NA
2019,7,883,drought,NA,8.5,6,1,1,0,0,40.05530633,NA,3.690261157,NA,0,0,NA,NA,NA,V
2020,7,883,drought,NA,NA,NA,1,1,0,0,NA,3.141592654,NA,1.144729886,0,0,NA,NA,NA,dormant
2021,7,883,drought,NA,4,1,1,0,0,NA,3.141592654,NA,1.144729886,NA,0,0,NA,NA,NA,V
2022,7,883,drought,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,7,883,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,15,884,drought,NA,9,2.5,1,1,0,0,17.67145868,14.13716694,2.871950834,2.648807283,0,0,NA,NA,NA,V
2018,15,884,drought,NA,6,3,1,1,0,0,14.13716694,38.87720909,2.648807283,3.660408194,0,0,NA,NA,NA,V
2019,15,884,drought,NA,9,5.5,1,1,0,1,38.87720909,14.13716694,3.660408194,2.648807283,0,0,NA,NA,NA,V
2020,15,884,drought,NA,6,3,1,1,1,0,14.13716694,27.48893572,2.648807283,3.313783586,0,0,NA,NA,NA,F
2021,15,884,drought,NA,7,5,1,1,0,0,27.48893572,54.97787144,3.313783586,4.006930767,0,0,NA,NA,NA,V
2022,15,884,drought,NA,10,7,1,1,0,1,54.97787144,75.39822369,4.006930767,4.322783716,0,4,NA,15,NA,V
2023,15,884,drought,NA,12,8,1,NA,1,NA,75.39822369,NA,4.322783716,NA,4,NA,15,NA,3,F
2017,7,885,drought,NA,10,8,1,1,0,1,62.83185307,77.75441818,4.140462159,4.353555375,0,3,NA,NA,NA,V
2018,7,885,drought,NA,9,11,1,1,1,0,77.75441818,54.97787144,4.353555375,4.006930767,3,0,NA,NA,NA,F
2019,7,885,drought,NA,10,7,1,1,0,0,54.97787144,21.99114858,4.006930767,3.090640035,0,0,NA,NA,NA,V
2020,7,885,drought,NA,8,3.5,1,1,0,0,21.99114858,15.70796327,3.090640035,2.754167798,0,0,NA,NA,NA,V
2021,7,885,drought,NA,5,4,1,1,0,0,15.70796327,60.47565858,2.754167798,4.102240947,0,0,NA,NA,NA,V
2022,7,885,drought,NA,14,5.5,1,1,0,0,60.47565858,102.1017612,4.102240947,4.625969975,0,0,NA,NA,NA,V
2023,7,885,drought,NA,10,13,1,NA,0,NA,102.1017612,NA,4.625969975,NA,0,NA,NA,NA,NA,V
2017,15,886,drought,NA,10,7,1,1,1,0,54.97787144,28.8633825,4.006930767,3.36257375,5,0,NA,NA,NA,F
2018,15,886,drought,NA,10.5,3.5,1,1,0,0,28.8633825,53.01437603,3.36257375,3.970563123,0,0,NA,NA,NA,V
2019,15,886,drought,NA,9,7.5,1,1,0,0,53.01437603,54.97787144,3.970563123,4.006930767,0,0,NA,NA,NA,V
2020,15,886,drought,NA,10,7,1,1,0,0,54.97787144,42.41150082,4.006930767,3.747419571,0,0,NA,NA,NA,V
2021,15,886,drought,NA,9,6,1,1,0,0,42.41150082,150.7964474,3.747419571,5.015930897,0,0,NA,NA,NA,V
2022,15,886,drought,NA,12,16,1,1,0,1,150.7964474,142.9424657,5.015930897,4.962442212,0,4,NA,0,NA,V
2023,15,886,drought,NA,14,13,1,NA,1,NA,142.9424657,NA,4.962442212,NA,4,NA,0,NA,0,F
2017,14,887,drought,NA,10,10,1,1,0,1,78.53981634,78.53981634,4.363605711,4.363605711,0,9,NA,NA,NA,V
2018,14,887,drought,NA,12.5,8,1,1,1,1,78.53981634,31.41592654,4.363605711,3.447314979,9,3,NA,NA,NA,F
2019,14,887,drought,NA,8,5,1,1,1,0,31.41592654,26.70353756,3.447314979,3.284796049,3,0,NA,NA,NA,F
2020,14,887,drought,NA,8.5,4,1,1,0,0,26.70353756,37.69911184,3.284796049,3.629636536,0,0,NA,NA,NA,V
2021,14,887,drought,NA,8,6,1,1,0,1,37.69911184,52.22897787,3.629636536,3.955637472,0,2,NA,15,NA,V
2022,14,887,drought,NA,9.5,7,1,1,1,1,52.22897787,43.98229715,3.955637472,3.783787215,2,2,15,7,7,F
2023,14,887,drought,NA,8,7,1,NA,1,NA,43.98229715,NA,3.783787215,NA,2,NA,7,NA,3,F
2017,7,888,drought,NA,11.5,4.5,1,1,0,1,40.64435496,71.47123287,3.704859957,4.269295031,0,3,NA,NA,NA,V
2018,7,888,drought,NA,14,6.5,1,1,1,0,71.47123287,32.98672286,4.269295031,3.496105143,3,0,NA,NA,NA,F
2019,7,888,drought,NA,7,6,1,NA,0,NA,32.98672286,NA,3.496105143,NA,0,0,NA,NA,NA,V
2020,7,888,drought,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,7,888,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,888,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,7,889,drought,NA,13.5,11,1,1,0,1,116.6316273,51.83627878,4.759020483,3.948090267,0,8,NA,NA,NA,V
2018,7,889,drought,NA,11,6,1,0,1,NA,51.83627878,NA,3.948090267,NA,8,0,NA,NA,NA,F
2019,7,889,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,7,889,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,7,889,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,7,889,drought,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
