year,plot,tag,trt,clipping_exp,rosetteL,rosetteW,psurvival,psurvivalT1,pflower,pflowerT1,ros.area,ros.areaT1,log.ros.area,log.ros.areaT1,flow.sum,flow.sumT1,total.seeds,total.seedsT1,percapseeds,life_st
2022,7,5727,drought,NA,17,12,1,1,0,0,160.2212253,198.7057353,5.076555519,5.291825013,0,0,NA,NA,NA,V
2023,7,5727,drought,NA,23,11,1,NA,0,NA,198.7057353,NA,5.291825013,NA,0,NA,NA,NA,NA,V
2021,7,5728,drought,1,14,9,1,1,1,1,98.96016859,109.9557429,4.594717432,4.700077947,5,3,7,NA,1,F
2022,7,5728,drought,NA,14,10,1,1,1,0,109.9557429,98.96016859,4.700077947,4.594717432,3,0,NA,NA,NA,F
2023,7,5728,drought,NA,18,7,1,NA,0,NA,98.96016859,NA,4.594717432,NA,0,NA,NA,NA,NA,V
2021,7,5729,drought,1,7,6,1,0,1,0,32.98672286,NA,3.496105143,NA,3,0,NA,NA,NA,F
2022,7,5729,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,7,5729,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2016,1,573,irrigated,NA,NA,NA,1,1,1,1,NA,138.2300768,NA,4.92891952,5,5,NA,NA,NA,F
2017,1,573,irrigated,NA,16,11,1,1,1,1,138.2300768,103.476208,4.92891952,4.639341712,5,5,NA,NA,NA,F
2018,1,573,irrigated,NA,15.5,8.5,1,1,1,0,103.476208,77.75441818,4.639341712,4.353555375,5,0,NA,NA,NA,F
2019,1,573,irrigated,NA,11,9,1,1,0,1,77.75441818,45.35674394,4.353555375,3.814558874,0,1,NA,NA,NA,V
2020,1,573,irrigated,NA,10.5,5.5,1,1,1,1,45.35674394,95.03317777,3.814558874,4.55422607,1,4,NA,NA,NA,F
2021,1,573,irrigated,1,11,11,1,1,1,1,95.03317777,23.5619449,4.55422607,3.159632906,4,0,NA,0,NA,F
2022,1,573,irrigated,NA,12,2.5,1,NA,1,NA,23.5619449,NA,3.159632906,NA,0,0,0,NA,NA,F
2023,1,573,irrigated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2021,7,5730,drought,1,7,4,1,0,1,0,21.99114858,NA,3.090640035,NA,2,0,NA,NA,NA,F
2022,7,5730,drought,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,7,5730,drought,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,7,5731,drought,1,8,5,1,1,1,0,31.41592654,49.48008429,3.447314979,3.901570251,3,0,NA,NA,NA,F
2022,7,5731,drought,NA,18,3.5,1,1,0,0,49.48008429,43.98229715,3.901570251,3.783787215,0,0,NA,NA,NA,V
2023,7,5731,drought,NA,14,4,1,NA,0,NA,43.98229715,NA,3.783787215,NA,0,NA,NA,NA,NA,V
2021,7,5732,drought,1,10,4,1,1,1,0,31.41592654,109.9557429,3.447314979,4.700077947,2,0,NA,NA,NA,F
2022,7,5732,drought,NA,14,10,1,NA,0,NA,109.9557429,NA,4.700077947,NA,0,0,NA,NA,NA,V
2023,7,5732,drought,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
2021,7,5733,drought,1,12,11,1,1,1,0,103.6725576,183.7831702,4.641237447,5.21375664,3,0,5,NA,1,F
2022,7,5733,drought,NA,18,13,1,1,0,0,183.7831702,49.48008429,5.21375664,3.901570251,0,0,NA,NA,NA,V
2023,7,5733,drought,NA,14,4.5,1,NA,0,NA,49.48008429,NA,3.901570251,NA,0,NA,NA,NA,NA,V
2021,7,5734,drought,1,12,7,1,1,1,0,65.97344573,86.39379797,4.189252324,4.458915891,4,0,NA,NA,NA,F
2022,7,5734,drought,NA,22,5,1,1,0,0,86.39379797,146.8694566,4.458915891,4.989544142,0,0,NA,NA,NA,V
2023,7,5734,drought,NA,17,11,1,NA,0,NA,146.8694566,NA,4.989544142,NA,0,NA,NA,NA,NA,V
2021,7,5735,drought,1,13,7,1,1,1,1,71.47123287,129.590697,4.269295031,4.864380999,4,5,30,NA,7,F
2022,7,5735,drought,NA,15,11,1,1,1,0,129.590697,117.8097245,4.864380999,4.769070819,5,0,NA,NA,NA,F
2023,7,5735,drought,NA,15,10,1,NA,0,NA,117.8097245,NA,4.769070819,NA,0,NA,NA,NA,NA,V
2021,7,5736,drought,1,13,12,1,1,1,0,122.5221135,69.11503838,4.808291532,4.235772339,3,0,11,NA,3,F
2022,7,5736,drought,NA,11,8,1,1,0,0,69.11503838,58.90486225,4.235772339,4.075923638,0,0,NA,NA,NA,V
2023,7,5736,drought,NA,15,5,1,NA,0,NA,58.90486225,NA,4.075923638,NA,0,NA,NA,NA,NA,V
2021,8,5737,control,1,12,6,1,1,1,1,56.54866776,91.89158512,4.035101644,4.52060946,4,0,28,NA,7,F
2022,8,5737,control,NA,13,9,1,1,1,0,91.89158512,43.98229715,4.52060946,3.783787215,0,0,NA,NA,NA,F
2023,8,5737,control,NA,14,4,1,NA,0,NA,43.98229715,NA,3.783787215,NA,0,NA,NA,NA,NA,V
2021,8,5738,control,1,13,4,1,1,1,0,40.8407045,84.82300165,3.709679243,4.440566752,3,0,NA,NA,NA,F
2022,8,5738,control,NA,12,9,1,1,0,1,84.82300165,43.98229715,4.440566752,3.783787215,0,3,NA,NA,NA,V
2023,8,5738,control,NA,14,4,1,NA,1,NA,43.98229715,NA,3.783787215,NA,3,NA,NA,NA,NA,F
2021,9,5739,irrigated,1,11,10,1,1,1,0,86.39379797,87.9645943,4.458915891,4.476934396,3,0,49,NA,16,F
2022,9,5739,irrigated,NA,14,8,1,1,0,1,87.9645943,98.96016859,4.476934396,4.594717432,0,3,NA,NA,NA,V
2023,9,5739,irrigated,NA,14,9,1,NA,1,NA,98.96016859,NA,4.594717432,NA,3,NA,NA,NA,NA,F
2021,9,5740,irrigated,1,8,6,1,1,1,0,37.69911184,65.97344573,3.629636536,4.189252324,2,0,22,NA,11,F
2022,9,5740,irrigated,NA,12,7,1,1,0,0,65.97344573,67.15154297,4.189252324,4.206951901,0,0,NA,NA,NA,V
2023,9,5740,irrigated,NA,9,9.5,1,NA,0,NA,67.15154297,NA,4.206951901,NA,0,NA,NA,NA,NA,V
2021,9,5741,irrigated,1,18,7,1,1,1,1,98.96016859,109.9557429,4.594717432,4.700077947,5,5,11,NA,2,F
2022,9,5741,irrigated,NA,14,10,1,1,1,1,109.9557429,142.9424657,4.700077947,4.962442212,5,7,NA,NA,NA,F
2023,9,5741,irrigated,NA,14,13,1,NA,1,NA,142.9424657,NA,4.962442212,NA,7,NA,NA,NA,NA,F
2021,9,5742,irrigated,1,10,8,1,1,1,1,62.83185307,102.1017612,4.140462159,4.625969975,4,5,33,NA,8,F
2022,9,5742,irrigated,NA,13,10,1,1,1,0,102.1017612,275.6747554,4.625969975,5.619221748,5,0,NA,NA,NA,F
2023,9,5742,irrigated,NA,19.5,18,1,NA,0,NA,275.6747554,NA,5.619221748,NA,0,NA,NA,NA,NA,V
2021,9,5743,irrigated,1,10,9,1,1,1,1,70.68583471,57.72676501,4.258245195,4.055720931,3,4,20,NA,6,F
2022,9,5743,irrigated,NA,10.5,7,1,1,1,0,57.72676501,75.39822369,4.055720931,4.322783716,4,0,NA,NA,NA,F
2023,9,5743,irrigated,NA,12,8,1,NA,0,NA,75.39822369,NA,4.322783716,NA,0,NA,NA,NA,NA,V
2021,9,5744,irrigated,1,14.5,12,1,1,1,0,136.6592804,96.99667318,4.917490824,4.574676681,5,0,20,NA,4,F
2022,9,5744,irrigated,NA,13,9.5,1,1,0,1,96.99667318,226.9800692,4.574676681,5.424862213,0,4,NA,NA,NA,V
2023,9,5744,irrigated,NA,17,17,1,NA,1,NA,226.9800692,NA,5.424862213,NA,4,NA,NA,NA,NA,F
2021,9,5745,irrigated,1,12.5,12,1,1,1,1,117.8097245,113.0973355,4.769070819,4.728248824,6,10,NA,NA,NA,F
2022,9,5745,irrigated,NA,16,9,1,1,1,1,113.0973355,137.4446786,4.728248824,4.923221499,10,8,NA,NA,NA,F
2023,9,5745,irrigated,NA,14,12.5,1,NA,1,NA,137.4446786,NA,4.923221499,NA,8,NA,NA,NA,NA,F
2021,9,5746,irrigated,1,13,15,1,1,1,1,153.1526419,120.165919,5.031435083,4.788873446,7,4,100,NA,20,F
2022,9,5746,irrigated,NA,17,9,1,1,1,1,120.165919,214.4136986,4.788873446,5.36790732,4,6,NA,NA,NA,F
2023,9,5746,irrigated,NA,21,13,1,NA,1,NA,214.4136986,NA,5.36790732,NA,6,NA,NA,NA,NA,F
2021,11,5747,control,1,10,9,1,1,1,0,70.68583471,39.26990817,4.258245195,3.67045853,3,0,NA,NA,NA,F
2022,11,5747,control,NA,10,5,1,1,0,1,39.26990817,51.05088062,3.67045853,3.932822795,0,3,NA,0,NA,V
2023,11,5747,control,NA,13,5,1,NA,1,NA,51.05088062,NA,3.932822795,NA,3,NA,0,NA,0,F
2021,12,5748,irrigated,1,5,4,1,1,1,1,15.70796327,31.41592654,2.754167798,3.447314979,2,2,NA,33,NA,F
2022,12,5748,irrigated,NA,10,4,1,1,1,0,31.41592654,65.97344573,3.447314979,4.189252324,2,0,33,NA,16,F
2023,12,5748,irrigated,NA,12,7,1,NA,0,NA,65.97344573,NA,4.189252324,NA,0,NA,NA,NA,NA,V
2021,13,5749,control,1,9,8,1,1,1,1,56.54866776,52.22897787,4.035101644,3.955637472,2,3,NA,0,NA,F
2022,13,5749,control,NA,9.5,7,1,1,1,1,52.22897787,24.74004215,3.955637472,3.208423071,3,3,0,0,0,F
2023,13,5749,control,NA,9,3.5,1,NA,1,NA,24.74004215,NA,3.208423071,NA,3,NA,0,NA,0,F
2017,3,575,control,NA,9.5,5.5,1,1,0,1,41.03705404,65.97344573,3.714475416,4.189252324,0,4,NA,NA,NA,V
2018,3,575,control,NA,12,7,1,1,1,0,65.97344573,31.41592654,4.189252324,3.447314979,4,0,NA,NA,NA,F
2019,3,575,control,NA,8,5,1,NA,0,NA,31.41592654,NA,3.447314979,NA,0,0,NA,NA,NA,V
2020,3,575,control,NA,NA,NA,NA,1,NA,0,NA,15.11891465,NA,2.715946585,0,0,NA,NA,NA,NA
2021,3,575,control,NA,5.5,3.5,1,1,0,0,15.11891465,11.78097245,2.715946585,2.466485726,0,0,NA,NA,NA,V
2022,3,575,control,NA,5,3,1,1,0,0,11.78097245,102.4944603,2.466485726,4.629808751,0,0,NA,NA,NA,V
2023,3,575,control,NA,14.5,9,1,NA,0,NA,102.4944603,NA,4.629808751,NA,0,NA,NA,NA,NA,V
2021,13,5750,control,1,9,6,1,1,1,1,42.41150082,90.71348787,3.747419571,4.507706055,3,6,NA,107,NA,F
2022,13,5750,control,NA,11,10.5,1,1,1,1,90.71348787,49.48008429,4.507706055,3.901570251,6,4,107,NA,17,F
2023,13,5750,control,NA,9,7,1,NA,1,NA,49.48008429,NA,3.901570251,NA,4,NA,NA,NA,NA,F
2021,13,5751,control,1,10.5,9.5,1,1,1,1,78.3434668,69.11503838,4.36110258,4.235772339,4,4,23,14,5,F
2022,13,5751,control,NA,11,8,1,1,1,0,69.11503838,70.68583471,4.235772339,4.258245195,4,0,14,NA,3,F
2023,13,5751,control,NA,12,7.5,1,NA,0,NA,70.68583471,NA,4.258245195,NA,0,NA,NA,NA,NA,V
2021,13,5752,control,1,10.5,10,1,1,1,1,82.46680716,107.2068493,4.412395875,4.674760139,4,1,144,NA,36,F
2022,13,5752,control,NA,13,10.5,1,1,1,1,107.2068493,71.47123287,4.674760139,4.269295031,1,3,NA,NA,NA,F
2023,13,5752,control,NA,13,7,1,NA,1,NA,71.47123287,NA,4.269295031,NA,3,NA,NA,NA,NA,F
2021,14,5753,drought,1,9.5,8,1,1,1,1,59.69026042,175.9291886,4.089168865,5.170081577,4,0,NA,0,NA,F
2022,14,5753,drought,NA,16,14,1,1,1,1,175.9291886,138.2300768,5.170081577,4.92891952,0,6,0,NA,NA,F
2023,14,5753,drought,NA,16,11,1,NA,1,NA,138.2300768,NA,4.92891952,NA,6,NA,NA,NA,NA,F
2021,14,5754,drought,1,14,5.5,1,1,1,1,60.47565858,75.39822369,4.102240947,4.322783716,2,0,19,NA,9,F
2022,14,5754,drought,NA,12,8,1,1,1,0,75.39822369,28.27433388,4.322783716,3.341954463,0,0,NA,NA,NA,F
2023,14,5754,drought,NA,9,4,1,NA,0,NA,28.27433388,NA,3.341954463,NA,0,NA,NA,NA,NA,V
2021,1,5755,irrigated,1,11,4,1,1,1,0,34.55751919,132.7322896,3.542625159,4.88833424,3,0,NA,NA,NA,F
2022,1,5755,irrigated,NA,13,13,1,1,0,1,132.7322896,113.0973355,4.88833424,4.728248824,0,6,NA,NA,NA,V
2023,1,5755,irrigated,NA,12,12,1,NA,1,NA,113.0973355,NA,4.728248824,NA,6,NA,NA,NA,NA,F
2021,1,5756,irrigated,1,9,6,1,1,1,0,42.41150082,84.82300165,3.747419571,4.440566752,3,0,NA,NA,NA,F
2022,1,5756,irrigated,NA,12,9,1,1,0,1,84.82300165,65.97344573,4.440566752,4.189252324,0,6,NA,94,NA,V
2023,1,5756,irrigated,NA,14,6,1,NA,1,NA,65.97344573,NA,4.189252324,NA,6,NA,94,NA,15,F
2021,1,5757,irrigated,1,8,6,1,0,1,0,37.69911184,NA,3.629636536,NA,4,0,NA,NA,NA,F
2022,1,5757,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,1,5757,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,1,5758,irrigated,1,9,7,1,1,1,0,49.48008429,47.1238898,3.901570251,3.852780087,2,0,NA,NA,NA,F
2022,1,5758,irrigated,NA,10,6,1,1,0,1,47.1238898,74.61282552,3.852780087,4.312312416,0,3,NA,49,NA,V
2023,1,5758,irrigated,NA,10,9.5,1,NA,1,NA,74.61282552,NA,4.312312416,NA,3,NA,49,NA,16,F
2021,1,5759,irrigated,1,8,7,1,1,1,1,43.98229715,49.48008429,3.783787215,3.901570251,3,2,16,NA,5,F
2022,1,5759,irrigated,NA,9,7,1,1,1,1,49.48008429,91.89158512,3.901570251,4.52060946,2,5,NA,NA,NA,F
2023,1,5759,irrigated,NA,13,9,1,NA,1,NA,91.89158512,NA,4.52060946,NA,5,NA,NA,NA,NA,F
2017,1,576,irrigated,NA,6,3,1,1,0,0,14.13716694,18.84955592,2.648807283,2.936489355,0,0,NA,NA,NA,V
2018,1,576,irrigated,NA,6,4,1,1,0,0,18.84955592,23.5619449,2.936489355,3.159632906,0,0,NA,NA,NA,V
2019,1,576,irrigated,NA,7.5,4,1,0,0,0,23.5619449,NA,3.159632906,NA,0,0,NA,NA,NA,V
2020,1,576,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,1,576,irrigated,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,1,576,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,1,5760,irrigated,1,9,9,1,1,1,1,63.61725124,63.61725124,4.152884679,4.152884679,2,3,21,NA,10,F
2022,1,5760,irrigated,NA,9,9,1,1,1,1,63.61725124,100.7273145,4.152884679,4.612417009,3,2,NA,NA,NA,F
2023,1,5760,irrigated,NA,13.5,9.5,1,NA,1,NA,100.7273145,NA,4.612417009,NA,2,NA,NA,NA,NA,F
2021,5,5761,drought,1,10,9,1,1,1,0,70.68583471,219.9114858,4.258245195,5.393225128,2,0,NA,NA,NA,F
2022,5,5761,drought,NA,17.5,16,1,1,0,1,219.9114858,106.8141502,5.393225128,4.67109041,0,3,NA,NA,NA,V
2023,5,5761,drought,NA,17,8,1,NA,1,NA,106.8141502,NA,4.67109041,NA,3,NA,NA,NA,NA,F
2021,5,5762,drought,1,8,7,1,1,1,0,43.98229715,47.1238898,3.783787215,3.852780087,3,0,0,NA,0,F
2022,5,5762,drought,NA,12,5,1,1,0,0,47.1238898,91.89158512,3.852780087,4.52060946,0,0,NA,NA,NA,V
2023,5,5762,drought,NA,13,9,1,NA,0,NA,91.89158512,NA,4.52060946,NA,0,NA,NA,NA,NA,V
2021,8,5763,control,1,10,7,1,1,1,0,54.97787144,235.619449,4.006930767,5.462217999,2,0,NA,NA,NA,F
2022,8,5763,control,NA,20,15,1,1,0,0,235.619449,208.9159115,5.462217999,5.341931834,0,0,NA,NA,NA,V
2023,8,5763,control,NA,19,14,1,NA,0,NA,208.9159115,NA,5.341931834,NA,0,NA,NA,NA,NA,V
2021,8,5764,control,1,11,10,1,1,1,1,86.39379797,240.5281875,4.458915891,5.482837287,3,3,NA,NA,NA,F
2022,8,5764,control,NA,17.5,17.5,1,1,1,0,240.5281875,208.9159115,5.482837287,5.341931834,3,0,NA,NA,NA,F
2023,8,5764,control,NA,19,14,1,NA,0,NA,208.9159115,NA,5.341931834,NA,0,NA,NA,NA,NA,V
2021,8,5765,control,1,11,8,1,1,1,1,69.11503838,313.3738672,4.235772339,5.747396942,5,3,NA,NA,NA,F
2022,8,5765,control,NA,19,21,1,1,1,0,313.3738672,153.1526419,5.747396942,5.031435083,3,0,NA,NA,NA,F
2023,8,5765,control,NA,15,13,1,NA,0,NA,153.1526419,NA,5.031435083,NA,0,NA,NA,NA,NA,V
2021,8,5766,control,1,8,6,1,1,1,0,37.69911184,87.9645943,3.629636536,4.476934396,3,0,NA,NA,NA,F
2022,8,5766,control,NA,14,8,1,1,0,1,87.9645943,169.6460033,4.476934396,5.133713932,0,3,NA,NA,NA,V
2023,8,5766,control,NA,16,13.5,1,NA,1,NA,169.6460033,NA,5.133713932,NA,3,NA,NA,NA,NA,F
2021,8,5767,control,1,10,9,1,1,1,1,70.68583471,93.46238144,4.258245195,4.537559018,6,3,40,NA,10,F
2022,8,5767,control,NA,14,8.5,1,1,1,1,93.46238144,113.0973355,4.537559018,4.728248824,3,4,NA,NA,NA,F
2023,8,5767,control,NA,18,8,1,NA,1,NA,113.0973355,NA,4.728248824,NA,4,NA,NA,NA,NA,F
2021,6,5768,irrigated,1,9,8,1,1,1,0,56.54866776,71.47123287,4.035101644,4.269295031,5,0,31,NA,6,F
2022,6,5768,irrigated,NA,13,7,1,1,0,1,71.47123287,62.83185307,4.269295031,4.140462159,0,5,NA,0,NA,V
2023,6,5768,irrigated,NA,10,8,1,NA,1,NA,62.83185307,NA,4.140462159,NA,5,NA,0,NA,0,F
2021,6,5769,irrigated,1,12,6,1,1,1,0,56.54866776,69.11503838,4.035101644,4.235772339,5,0,61,NA,12,F
2022,6,5769,irrigated,NA,11,8,1,1,0,1,69.11503838,19.242255,4.235772339,2.957108642,0,5,NA,0,NA,V
2023,6,5769,irrigated,NA,7,3.5,1,NA,1,NA,19.242255,NA,2.957108642,NA,5,NA,0,NA,0,F
2016,1,577,irrigated,NA,NA,NA,1,1,1,0,NA,48.49833659,NA,3.8815295,5,0,NA,NA,NA,F
2017,1,577,irrigated,NA,9.5,6.5,1,1,0,1,48.49833659,30.23782929,3.8815295,3.409093766,0,0,NA,NA,NA,V
2018,1,577,irrigated,NA,7,5.5,1,1,1,0,30.23782929,NA,3.409093766,NA,0,0,NA,NA,NA,F
2019,1,577,irrigated,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dormant
2020,1,577,irrigated,NA,NA,NA,NA,1,NA,0,NA,15.70796327,NA,2.754167798,0,0,NA,NA,NA,NA
2021,1,577,irrigated,NA,8,2.5,1,1,0,0,15.70796327,61.26105675,2.754167798,4.115144351,0,0,NA,NA,NA,V
2022,1,577,irrigated,NA,13,6,1,1,0,1,61.26105675,51.05088062,4.115144351,3.932822795,0,5,NA,87,NA,V
2023,1,577,irrigated,NA,10,6.5,1,NA,1,NA,51.05088062,NA,3.932822795,NA,5,NA,87,NA,17,F
2021,6,5770,irrigated,1,9,6,1,1,1,0,42.41150082,27.48893572,3.747419571,3.313783586,5,0,14,NA,2,F
2022,6,5770,irrigated,NA,5,7,1,0,0,0,27.48893572,NA,3.313783586,NA,0,0,NA,NA,NA,V
2023,6,5770,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,U
2021,8,5771,control,1,10,6,1,1,1,0,47.1238898,122.5221135,3.852780087,4.808291532,3,0,NA,NA,NA,F
2022,8,5771,control,NA,26,6,1,1,0,1,122.5221135,186.9247629,4.808291532,5.230706198,0,4,NA,NA,NA,V
2023,8,5771,control,NA,17,14,1,NA,1,NA,186.9247629,NA,5.230706198,NA,4,NA,NA,NA,NA,F
2021,13,5772,control,1,8,3.5,1,1,1,0,21.99114858,90.32078879,3.090640035,4.503367653,2,0,NA,NA,NA,F
2022,13,5772,control,NA,11.5,10,1,1,0,1,90.32078879,94.24777961,4.503367653,4.545927268,0,0,NA,NA,NA,V
2023,13,5772,control,NA,12,10,1,NA,1,NA,94.24777961,NA,4.545927268,NA,0,NA,NA,NA,NA,F
2021,15,5773,drought,1,12,5,1,1,1,0,47.1238898,82.07410808,3.852780087,4.407622596,2,0,14,NA,7,F
2022,15,5773,drought,NA,11,9.5,1,1,0,1,82.07410808,86.39379797,4.407622596,4.458915891,0,3,NA,NA,NA,V
2023,15,5773,drought,NA,11,10,1,NA,1,NA,86.39379797,NA,4.458915891,NA,3,NA,NA,NA,NA,F
2021,1,5774,irrigated,1,11,6,1,1,1,1,51.83627878,56.54866776,3.948090267,4.035101644,3,5,43,34,14,F
2022,1,5774,irrigated,NA,12,6,1,1,1,0,56.54866776,70.68583471,4.035101644,4.258245195,5,1,34,NA,6,F
2023,1,5774,irrigated,NA,10,9,1,NA,0,NA,70.68583471,NA,4.258245195,NA,1,NA,NA,NA,NA,V
2017,1,578,irrigated,NA,8,6,1,1,0,1,37.69911184,37.30641276,3.629636536,3.619165236,0,4,NA,NA,NA,V
2018,1,578,irrigated,NA,9.5,5,1,1,1,0,37.30641276,54.97787144,3.619165236,4.006930767,4,0,NA,NA,NA,F
2019,1,578,irrigated,NA,10,7,1,1,0,0,54.97787144,46.73119072,4.006930767,3.844411837,0,0,NA,NA,NA,V
2020,1,578,irrigated,NA,8.5,7,1,1,0,1,46.73119072,113.0973355,3.844411837,4.728248824,0,3,NA,NA,NA,V
2021,1,578,irrigated,1,12,12,1,1,1,0,113.0973355,75.39822369,4.728248824,4.322783716,3,0,NA,NA,NA,F
2022,1,578,irrigated,NA,12,8,1,1,0,0,75.39822369,16.49336143,4.322783716,2.802957962,0,0,NA,NA,NA,V
2023,1,578,irrigated,NA,7,3,1,NA,0,NA,16.49336143,NA,2.802957962,NA,0,NA,NA,NA,NA,V
2016,6,579,irrigated,NA,NA,NA,1,1,1,0,NA,47.1238898,NA,3.852780087,6,0,NA,NA,NA,F
2017,6,579,irrigated,NA,10,6,1,0,0,NA,47.1238898,NA,3.852780087,NA,0,0,NA,NA,NA,V
2018,6,579,irrigated,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2019,6,579,irrigated,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2020,6,579,irrigated,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,6,579,irrigated,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,6,579,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,6,579,irrigated,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,13,5799,control,NA,4.5,3,1,1,0,0,10.60287521,25.13274123,2.36112521,3.224171428,0,0,NA,NA,NA,V
2022,13,5799,control,NA,8,4,1,1,0,1,25.13274123,47.1238898,3.224171428,3.852780087,0,2,NA,30,NA,V
2023,13,5799,control,NA,10,6,1,NA,1,NA,47.1238898,NA,3.852780087,NA,2,NA,30,NA,15,F
2017,2,58,control,NA,11,2.5,1,1,1,0,21.59844949,67.15154297,3.072621529,4.206951901,3,0,NA,NA,NA,F
2018,2,58,control,NA,9,9.5,1,1,0,1,67.15154297,37.69911184,4.206951901,3.629636536,0,2,NA,NA,NA,V
2019,2,58,control,NA,8,6,1,1,1,0,37.69911184,9.424777961,3.629636536,2.243342175,2,0,NA,NA,NA,F
2020,2,58,control,NA,4,3,1,1,0,0,9.424777961,27.48893572,2.243342175,3.313783586,0,0,NA,NA,NA,V
2021,2,58,control,NA,7,5,1,1,0,1,27.48893572,47.1238898,3.313783586,3.852780087,0,4,NA,0,NA,V
2022,2,58,control,NA,10,6,1,1,1,1,47.1238898,42.41150082,3.852780087,3.747419571,4,3,0,27,0,F
2023,2,58,control,NA,9,6,1,NA,1,NA,42.41150082,NA,3.747419571,NA,3,NA,27,NA,9,F
2016,2,580,control,NA,NA,NA,1,1,1,0,NA,87.9645943,NA,4.476934396,3,0,NA,NA,NA,F
2017,2,580,control,NA,16,7,1,1,0,0,87.9645943,373.0641276,4.476934396,5.921750329,0,0,NA,NA,NA,V
2018,2,580,control,NA,25,19,1,1,0,1,373.0641276,38.87720909,5.921750329,3.660408194,0,5,NA,NA,NA,V
2019,2,580,control,NA,9,5.5,1,0,1,0,38.87720909,NA,3.660408194,NA,5,0,NA,NA,NA,F
2020,2,580,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,2,580,control,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,2,580,control,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2021,13,5800,control,NA,6,2,1,1,0,0,9.424777961,25.52544031,2.243342175,3.239675614,0,0,NA,NA,NA,V
2022,13,5800,control,NA,6.5,5,1,1,0,0,25.52544031,31.41592654,3.239675614,3.447314979,0,0,NA,NA,NA,V
2023,13,5800,control,NA,10,4,1,NA,0,NA,31.41592654,NA,3.447314979,NA,0,NA,NA,NA,NA,V
2017,1,581,irrigated,NA,10,4,1,1,0,0,31.41592654,NA,3.447314979,NA,0,0,NA,NA,NA,V
2018,1,581,irrigated,NA,NA,NA,1,1,0,0,NA,21.20575041,NA,3.054272391,0,0,NA,NA,NA,dormant
2019,1,581,irrigated,NA,6,4.5,1,NA,0,NA,21.20575041,NA,3.054272391,NA,0,0,NA,NA,NA,V
2020,1,581,irrigated,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA
2021,1,581,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2022,1,581,irrigated,NA,NA,NA,0,0,NA,0,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2023,1,581,irrigated,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,dead
2017,1,582,irrigated,NA,8,2,1,1,0,0,12.56637061,7.853981634,2.531024247,2.061020618,0,0,NA,NA,NA,V
2018,1,582,irrigated,NA,4,2.5,1,1,0,0,7.853981634,4.71238898,2.061020618,1.550194994,0,0,NA,NA,NA,V
2019,1,582,irrigated,NA,3,2,1,0,0,NA,4.71238898,NA,1.550194994,NA,0,0,NA,NA,NA,V
2020,1,582,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
2021,1,582,irrigated,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,dead
